FILE,SIZE,GStime,GBtime,STtime,NMS,DTtime,Hystime,TOTAL,RESULT
360floralflaves-uLS5dH7thaI-unsplash(1).jpg,769145,3573,136,176,96,54,49,4084
360floralflaves-uLS5dH7thaI-unsplash(2).jpg,3737051,3544,518,687,354,176,169,5448
360floralflaves-uLS5dH7thaI-unsplash.jpg,98448,2343,39,54,29,24,26,2515
ACD24-0161-064~orig.jpg,11510581,3527,359,470,250,126,127,4859
a-chosen-soul-radulW4SHhA-unsplash(1).jpg,215901,2865,61,77,39,29,31,3102
a-chosen-soul-radulW4SHhA-unsplash(2).jpg,295838,3423,81,107,67,39,39,3756
a-chosen-soul-radulW4SHhA-unsplash(3).jpg,4263924,2912,1250,1698,779,370,364,7373
a-chosen-soul-radulW4SHhA-unsplash.jpg,46099,3294,33,44,25,24,23,3443
behnam-norouzi-I5eKsDa8iwY-unsplash.jpg,122422,2547,39,49,28,26,25,2714
benjamin-chambon-0vnmC_UWuMg-unsplash.jpg,776405,3362,119,150,91,49,44,3815
benjamin-chambon-SRXkNrlTalM-unsplash.jpg,1185847,2260,160,188,104,60,63,2835
bernard-hermant-nHRXNv2qeDE-unsplash(1).jpg,2035689,3547,135,157,96,55,65,4055
bernard-hermant-nHRXNv2qeDE-unsplash(2).jpg,3100276,2397,191,226,137,73,89,3113
bernard-hermant-nHRXNv2qeDE-unsplash(3).jpg,293714,2996,41,51,28,25,29,3170
bernard-hermant-nHRXNv2qeDE-unsplash.jpg,8668552,2312,467,546,315,162,206,4008
christoph-nolte-_6sc3AzkEyA-unsplash(1).jpg,307132,3344,115,152,85,47,44,3787
christoph-nolte-_6sc3AzkEyA-unsplash(2).jpg,498875,2603,176,238,124,70,60,3271
christoph-nolte-_6sc3AzkEyA-unsplash(3).jpg,1174071,3570,387,528,247,131,126,4989
christoph-nolte-_6sc3AzkEyA-unsplash.jpg,42775,2532,38,50,28,27,24,2699
christopher-stites-9RUeWUWUSII-unsplash(1).jpg,1710303,3333,122,140,89,52,53,3789
christopher-stites-9RUeWUWUSII-unsplash(2).jpg,2484014,2766,186,219,133,72,83,3459
christopher-stites-9RUeWUWUSII-unsplash(3).jpg,3920328,3426,265,312,174,99,118,4394
christopher-stites-9RUeWUWUSII-unsplash.jpg,216569,2426,39,49,28,26,25,2593
circle.png,6499,3216,29,39,23,24,21,3352
eric-barbeau-RyRuudzKonE-unsplash.jpg,8843623,2344,426,531,316,154,161,3932
europeana-oYohiSeMhQ4-unsplash(1).jpg,946212,3516,70,85,62,35,32,3800
europeana-oYohiSeMhQ4-unsplash(2).jpg,107782,2630,33,43,24,21,24,2775
europeana-oYohiSeMhQ4-unsplash.jpg,2483273,3282,137,164,99,59,55,3796
filip-kvasnak-O67hc8Ws_xo-unsplash(1).jpg,1036128,2272,128,164,95,52,49,2760
filip-kvasnak-O67hc8Ws_xo-unsplash(2).jpg,1576932,3354,182,233,134,70,66,4039
filip-kvasnak-O67hc8Ws_xo-unsplash(3).jpg,3061985,2605,429,545,275,142,137,4133
filip-kvasnak-O67hc8Ws_xo-unsplash.jpg,113605,3316,43,59,31,25,29,3503
galactic-night-sky-astronomy-science-combined-generative-ai.jpg,5466922,2893,344,457,240,121,121,4176
galaxy-nature-aesthetic-background-starry-sky-mountain-remixed-media.jpg,17420049,3230,329,375,228,117,119,4398
henry-chen-C9ZwRUAPaIQ-unsplash(1).jpg,1026100,2579,146,189,102,59,49,3124
henry-chen-C9ZwRUAPaIQ-unsplash(2).jpg,1485581,3437,206,275,143,80,72,4213
henry-chen-C9ZwRUAPaIQ-unsplash(3).jpg,4232197,3137,699,939,456,228,224,5683
henry-chen-C9ZwRUAPaIQ-unsplash.jpg,143385,3221,45,60,31,25,28,3410
imad-786-bS86J4xzmbM-unsplash(1).jpg,689817,2200,164,217,117,66,55,2819
imad-786-bS86J4xzmbM-unsplash(2).jpg,463930,2674,118,152,85,49,41,3119
imad-786-bS86J4xzmbM-unsplash(3).jpg,1586997,2590,346,466,237,123,115,3877
imad-786-bS86J4xzmbM-unsplash.jpg,76006,3130,37,52,27,25,23,3294
image_10_1772x4317.jpg,664877,2195,165,200,121,67,61,2809
image_11_4655x1401.jpg,679113,3278,143,177,102,58,53,3811
image_12_4277x1506.jpg,434775,2409,143,186,101,63,50,2952
image_13_633x2563.jpg,186117,3291,60,75,38,32,30,3526
image_14_3221x373.jpg,37064,2144,53,72,36,27,28,2360
image_15_1821x1543.jpg,192794,3611,79,100,54,35,35,3914
image_16_1922x3627.jpg,511471,2431,155,192,112,64,54,3008
image_17_585x2590.jpg,119544,3216,55,72,37,31,26,3437
image_18_575x1328.jpg,55982,2010,46,63,34,29,30,2212
image_19_2635x4649.jpg,972988,3826,266,337,178,98,99,4804
image_1_394x2626.jpg,162212,2198,49,63,34,29,26,2399
image_20_944x452.jpg,58617,3413,34,48,25,22,24,3566
image_21_3762x2135.jpg,1103840,2399,157,199,119,65,55,2994
image_22_4269x338.jpg,190364,3640,51,66,35,27,29,3848
image_23_863x1489.jpg,147790,2358,48,64,35,26,29,2560
image_24_840x1058.jpg,69874,3246,43,57,29,24,26,3425
image_25_1843x173.jpg,59114,2513,33,45,26,26,22,2665
image_26_1490x1992.jpg,283333,3164,79,104,56,38,33,3474
image_27_2697x3028.jpg,432890,3249,221,275,140,78,72,4035
image_28_1007x4084.jpg,451808,3865,109,137,79,46,46,4282
image_29_3767x160.jpg,107349,2676,42,55,30,26,29,2858
image_2_4984x2676.jpg,2152738,3083,293,343,195,106,112,4132
image_30_2168x2970.jpg,290786,2623,179,231,119,69,60,3281
image_31_2023x1147.jpg,509191,2924,74,92,49,33,37,3209
image_32_2707x332.jpg,225588,2043,44,56,34,25,28,2230
image_33_247x4382.jpg,73224,2862,49,63,34,28,24,3060
image_34_2884x2938.jpg,842533,2413,179,225,129,69,63,3078
image_35_1483x4481.jpg,807599,2989,147,250,153,80,100,3719
image_36_1830x4425.jpg,558451,2357,217,271,142,78,73,3138
image_37_4783x1353.jpg,349942,3220,162,211,111,63,57,3824
image_38_1958x919.jpg,157359,2233,65,86,43,33,31,2491
image_39_2652x717.jpg,230112,3641,60,80,40,30,32,3883
image_3_3644x4973.jpg,1437710,2367,340,416,238,123,122,3606
image_40_212x3308.jpg,29312,3387,41,54,30,24,26,3562
image_41_4808x542.jpg,612839,2270,70,85,49,32,38,2544
image_42_1959x157.jpg,22347,3474,32,44,24,23,22,3619
image_43_2536x169.jpg,93571,2515,33,44,24,21,25,2662
image_44_1996x619.jpg,207782,3451,43,57,30,25,24,3630
image_45_2251x3866.jpg,962158,2707,231,280,153,84,78,3533
image_4_2314x2375.jpg,628029,3394,158,188,105,60,58,3963
image_50_1140x3923.jpg,90160,2543,122,161,88,52,43,3009
image_51_2730x4330.jpg,697803,3083,272,347,184,97,90,4073
image_52_653x4327.jpg,122807,2223,88,116,59,38,38,2562
image_53_166x1639.jpg,65791,3177,33,44,25,24,23,3326
image_54_2489x1402.jpg,673547,2581,87,107,68,38,40,2921
image_55_2737x117.jpg,33532,3383,33,46,27,22,23,3534
image_56_825x1244.jpg,94716,2358,41,54,29,24,25,2531
image_57_3765x1755.jpg,584029,2940,120,147,95,53,48,3403
image_58_4915x3663.jpg,2454092,2724,428,520,278,145,149,4244
image_59_592x2330.jpg,38087,3661,60,79,38,30,31,3899
image_5_3549x4062.jpg,431947,2644,283,351,194,104,94,3670
image_60_1433x357.jpg,46598,3118,37,50,27,23,25,3280
image_61_3888x3016.jpg,1580691,2495,229,284,165,86,93,3352
image_62_454x2848.jpg,51968,2597,51,67,34,30,25,2804
image_63_2812x4309.jpg,1510882,3126,234,271,166,90,89,3976
image_64_4492x1234.jpg,450464,2904,122,159,94,53,43,3375
image_65_567x293.jpg,19536,3438,30,41,24,20,23,3576
image_66_2028x2864.jpg,567274,2977,135,174,100,57,50,3493
image_67_2166x2994.jpg,657770,3564,157,192,109,64,60,4146
image_6_4928x819.jpg,541602,2371,108,133,81,48,41,2782
image_7_405x2174.jpg,77026,3431,47,61,33,29,26,3627
image_8_4780x413.jpg,236004,2303,64,81,42,30,34,2554
image_9_3014x169.jpg,13566,3375,39,53,28,25,28,3548
iss072e940709~orig.jpg,13151989,3038,831,1021,580,275,267,6012
josh-hild-16ZUFFYQdbo-unsplash(1).jpg,415766,3318,74,93,49,35,32,3601
josh-hild-16ZUFFYQdbo-unsplash(2).jpg,2236466,2551,232,302,160,89,80,3414
josh-hild-16ZUFFYQdbo-unsplash.jpg,77656,3657,35,49,29,23,26,3819
josh-hild-TBd0-kgIaC8-unsplash(1).jpg,116300,2147,38,53,28,23,26,2315
josh-hild-TBd0-kgIaC8-unsplash(2).jpg,1377807,3408,180,235,130,73,64,4090
josh-hild-TBd0-kgIaC8-unsplash(3).jpg,1677413,2499,209,273,148,82,74,3285
josh-hild-TBd0-kgIaC8-unsplash.jpg,899957,3623,129,165,93,52,48,4110
jsc2025e036488~orig.jpg,3612668,2775,740,943,480,240,242,5420
lawrence-krowdeed-ezyImh0IxOU-unsplash(1).jpg,1131045,3796,126,166,93,54,42,4277
lawrence-krowdeed-ezyImh0IxOU-unsplash(2).jpg,1952779,2530,178,236,130,69,62,3205
lawrence-krowdeed-ezyImh0IxOU-unsplash(3).jpg,3856758,3044,355,459,232,116,111,4317
lawrence-krowdeed-ezyImh0IxOU-unsplash.jpg,67339,2071,43,58,30,26,26,2254
mathieu-bigard-U1o2u8UrHLc-unsplash(1).jpg,56853,3122,33,46,27,24,36,3288
mathieu-bigard-U1o2u8UrHLc-unsplash(2).jpg,388593,2624,73,95,49,34,33,2908
mathieu-bigard-U1o2u8UrHLc-unsplash(3).jpg,572101,3391,117,152,82,48,45,3835
mathieu-bigard-U1o2u8UrHLc-unsplash.jpg,2927211,5130,882,1146,578,304,284,8324
peter-thomas-sK8GwN8KyRk-unsplash(1).jpg,484431,4853,159,216,107,63,65,5463
peter-thomas-sK8GwN8KyRk-unsplash(2).jpg,797200,2843,247,300,155,82,76,3703
peter-thomas-sK8GwN8KyRk-unsplash(3).jpg,1028338,5764,261,359,175,96,90,6745
peter-thomas-sK8GwN8KyRk-unsplash.jpg,49118,3253,54,74,36,30,33,3480
